version,currency,min,max,avg,median,volume,souvenir,stat_trak,weapon,skin,condition
,USD,0.56,13.57,1.1400000000000001,1.0,115,False,False,AWP,Pit Viper,2
,USD,1.04,8.11,1.96,1.8,134,False,False,AWP,Pit Viper,3
,USD,0.89,1.54,1.28,1.43,9,False,False,AWP,Pit Viper,1
,USD,32.05,192.16,44.79,41.27,69,False,False,AWP,Redline,2
,USD,55.51,893.7,102.1,72.52,59,False,False,AWP,Redline,3
,USD,0.12,4.64,0.53,0.21,40,False,False,AWP,Safari Mesh,0
,USD,13.37,20.46,16.01,15.97,19,False,False,AWP,Safari Mesh,4
,USD,0.1,11.0,0.59,0.15,55,False,False,AWP,Safari Mesh,2
,USD,0.22,5.8,0.5700000000000001,0.35000000000000003,50,False,False,AWP,Safari Mesh,3
,USD,81.25,232.13,129.37,102.03,4,False,False,AWP,Snake Camo,2
,USD,67.31,144.54,90.15,89.35,65,False,False,AWP,Sun in Leo,4
,USD,20.14,69.63,26.71,24.23,40,False,False,AWP,Sun in Leo,2
,USD,24.2,87.05,34.54,32.99,134,False,False,AWP,Sun in Leo,3
,USD,3.92,36.1,5.77,5.19,85,False,False,AWP,Worm God,4
,USD,2.05,6.85,2.73,2.7,62,False,False,AWP,Worm God,2
,USD,2.21,5.4,3.18,3.13,82,False,False,AWP,Worm God,3
,USD,25.57,25.57,25.57,25.57,1,False,False,M4A4,Radiation Hazard,0
,USD,174.1,219.35,193.17,189.6,4,False,True,StatTrak™ AK-47,Neon Revolution,4
,USD,17.65,25.19,21.43,21.43,2,False,False,AK-47,Blue Laminate,1
,USD,346.34,346.34,346.34,346.34,1,False,True,StatTrak™ AWP,Graphite,3
,USD,656.72,719.6,691.17,697.17,3,False,False,AK-47,Fire Serpent,1
,USD,1487.59,1604.78,1546.19,1546.19,2,False,False,AK-47,Hydroponic,2
,USD,44.82,47.12,45.87,45.76,4,False,False,AWP,Redline,1
,USD,1.9,2.16,2.03,2.03,2,False,False,AWP,PAW,0
,USD,1012.74,1397.78,1232.6,1259.94,4,False,False,M4A4,Poseidon,3
,USD,34.62,34.62,34.62,34.62,1,False,False,M4A4,Radiation Hazard,1
,USD,64.1,64.1,64.1,64.1,1,False,False,M4A4,Royal Paladin,1
,USD,8.69,20.78,13.05,9.68,3,False,True,StatTrak™ M4A4,Evil Daimyo,0
,USD,83.01,112.47,95.43,93.83,33,False,False,M4A4,Asiimov,0
,USD,186.26,319.53,246.29,242.82,26,False,False,M4A4,Asiimov,2
,USD,111.13,164.09,137.28,134.77,10,False,False,M4A4,Asiimov,1
,USD,275.2,317.76,299.85,306.59,3,False,False,M4A4,Bullet Rain,4
,USD,58.03,135.52,81.15,75.49,7,False,False,M4A4,Bullet Rain,2
,USD,100.69,121.29,110.74,110.95,6,False,False,M4A4,Bullet Rain,3
,USD,186.45,230.13,213.66,219.04,4,False,False,M4A4,Buzz Kill,0
,USD,406.23,615.14,498.74,503.77,25,False,False,M4A4,Buzz Kill,4
,USD,209.72,304.02,258.44,255.69,42,False,False,M4A4,Buzz Kill,2
,USD,266.22,408.71,344.31,342.9,36,False,False,M4A4,Buzz Kill,3
,USD,1408.88,1595.41,1502.15,1502.14,2,False,False,M4A4,Daybreak,4
,USD,9.4,18.18,12.06,11.73,6,False,False,M4A4,Desert Storm,2
,USD,97.49,118.69,108.81,109.52,4,False,False,M4A4,Desert-Strike,4
,USD,24.33,35.45,30.68,31.19,6,False,False,M4A4,Desert-Strike,2
,USD,33.59,232.12,56.11,37.86,12,False,False,M4A4,Desert-Strike,3
,USD,10.94,17.99,12.55,12.42,53,False,False,M4A4,Desolate Space,0
,USD,75.44,288.73,103.85,96.24,36,False,False,M4A4,Desolate Space,4
,USD,11.3,22.05,15.43,15.48,390,False,False,M4A4,Desolate Space,2
,USD,16.72,63.86,24.64,24.33,216,False,False,M4A4,Desolate Space,3
,USD,10.14,18.09,13.16,13.05,71,False,False,M4A4,Desolate Space,1
,USD,8.1,46.31,12.76,11.7,94,False,False,M4A4,Evil Daimyo,4
,USD,2.69,20.89,3.99,3.75,105,False,False,M4A4,Evil Daimyo,2
,USD,3.92,18.05,5.94,5.46,169,False,False,M4A4,Evil Daimyo,3
,USD,2.92,4.98,4.06,4.09,9,False,False,M4A4,Evil Daimyo,1
,USD,3.09,13.93,6.04,4.43,6,False,False,M4A4,Griffin,0
,USD,108.34,183.19,128.83,126.16,23,False,False,M4A4,Griffin,4
,USD,3.6,10.14,4.79,4.42,75,False,False,M4A4,Griffin,2
,USD,7.44,29.4,11.05,8.76,77,False,False,M4A4,Griffin,3
,USD,401.5,513.2,442.87,435.73,20,False,False,M4A4,Hellfire,4
,USD,105.67,235.66,145.31,132.13,11,False,False,M4A4,Hellfire,2
,USD,168.05,238.36,194.22,189.95,23,False,False,M4A4,Hellfire,3
,USD,7149.7,7149.7,7149.7,7149.7,1,False,False,M4A4,Howl,4
,USD,4226.72,5055.05,4468.24,4369.41,6,False,False,M4A4,Howl,2
,USD,5003.32,5308.79,5172.45,5188.83,4,False,False,M4A4,Howl,3
,USD,10.98,17.41,13.35,12.67,8,False,False,M4A4,Jungle Tiger,2
,USD,32.5,78.59,41.95,38.95,12,False,False,M4A4,Jungle Tiger,3
,USD,38.23,47.95,43.09,43.08,2,False,False,M4A4,Modern Hunter,2
,USD,24.87,32.08,29.84,29.83,10,False,False,M4A4,Neo-Noir,0
,USD,110.26,230.69,132.78,122.12,27,False,False,M4A4,Neo-Noir,4
,USD,29.02,48.97,36.36,35.84,109,False,False,M4A4,Neo-Noir,2
,USD,48.21,87.42,59.17,59.05,90,False,False,M4A4,Neo-Noir,3
,USD,25.53,34.67,30.68,30.29,13,False,False,M4A4,Neo-Noir,1
,USD,38.42,62.66,48.72,47.73,15,False,False,M4A4,Radiation Hazard,2
,USD,119.47,133.09,127.54,128.16,5,False,False,M4A4,Radiation Hazard,3
,USD,277.55,568.72,344.43,287.62,5,False,False,M4A4,Royal Paladin,4
,USD,69.48,108.93,94.73,93.5,13,False,False,M4A4,Royal Paladin,3
,USD,116.07,125.73,119.13,117.36,4,False,False,M4A4,The Battlestar,4
,USD,23.21,33.66,29.53,29.84,11,False,False,M4A4,The Battlestar,2
,USD,31.73,46.72,36.35,34.92,19,False,False,M4A4,The Battlestar,3
,USD,8.43,19.96,12.28,11.83,14,False,False,M4A4,Tornado,2
,USD,43.27,57.77,51.85,53.17,4,False,False,M4A4,Tornado,3
,USD,0.09,1.1,0.19,0.1,21,False,False,M4A4,Urban DDPAT,0
,USD,37.27,58.23,46.8,47.01,12,False,False,M4A4,Urban DDPAT,4
,USD,0.05,11.61,0.79,0.08,33,False,False,M4A4,Urban DDPAT,2
,USD,0.58,214.31,3.3,0.91,164,False,False,M4A4,Urban DDPAT,3
,USD,190.44,232.15,210.72,208.92,13,False,False,M4A4,X-Ray,4
,USD,64.21,64.21,64.21,64.21,1,False,False,M4A4,X-Ray,2
,USD,80.96,232.58,121.22,92.64,8,False,False,M4A4,X-Ray,3
,USD,25.53,25.53,25.53,25.53,1,False,False,M4A4,Zirka,2
,USD,28.27,75.01,46.87,42.1,4,False,False,M4A4,Zirka,3
,USD,11.61,17.85,14.57,14.51,10,False,False,M4A4,龍王,Dragon King
,USD,61.7,116.07,86.89,81.42,23,False,False,M4A4,龍王,Dragon King
,USD,12.85,25.79,16.54,16.24,131,False,False,M4A4,龍王,Dragon King
,USD,17.41,52.25,29.93,29.69,162,False,False,M4A4,龍王,Dragon King
,USD,390.02,390.02,390.02,390.02,1,False,True,StatTrak™ AWP,Oni Taiji,1
,USD,67.32,81.91,74.21,75.98,5,False,False,M4A4,Royal Paladin,0
,USD,18.23,23.83,21.59,22.7,3,True,False,Souvenir AWP,Pink DDPAT,0
,USD,5.8,5.8,5.8,5.8,1,False,False,M4A4,Griffin,1
,USD,1369.57,1369.57,1369.57,1369.57,1,False,True,StatTrak™ AK-47,Fire Serpent,1
,USD,769.99,769.99,769.99,769.99,1,False,True,StatTrak™ AK-47,Red Laminate,4
,USD,39.46,61.03,49.07,50.5,5,False,True,StatTrak™ AK-47,Redline,1
,USD,1334.75,1740.98,1435.11,1361.21,5,False,True,StatTrak™ AK-47,Vulcan,4
,USD,157.71,200.63,173.78,168.41,4,False,True,StatTrak™ AK-47,Wasteland Rebel,3
,USD,232.32,323.18,277.27,274.89,5,False,True,StatTrak™ AWP,Hyper Beast,4
,USD,857.87,972.38,916.82,921.18,5,False,True,StatTrak™ AWP,Lightning Strike,4
,USD,174.1,174.1,174.1,174.1,1,False,True,StatTrak™ M4A4,Zirka,4
,USD,75.62,88.74,82.0,79.68,5,False,True,StatTrak™ M4A4,Buzz Kill,0
,USD,188.84,223.97,200.04,193.67,4,False,True,StatTrak™ M4A4,Buzz Kill,4
,USD,19.56,28.32,25.34,26.03,8,False,True,StatTrak™ M4A4,Desolate Space,0
,USD,24.47,28.84,26.93,26.96,11,False,True,StatTrak™ M4A4,Desolate Space,1
,USD,21.12,41.08,30.21,26.9,16,True,False,Souvenir AWP,Pink DDPAT,2
,USD,44.01,48.89,47.15,48.53,3,True,False,Souvenir M4A4,Tornado,3
,USD,55.01,58.03,56.22,55.63,3,False,True,StatTrak™ AK-47,Aquamarine Revenge,0
,USD,70.73,127.66,95.17,94.04,19,False,True,StatTrak™ AK-47,Aquamarine Revenge,2
,USD,181.2,242.65,203.44,201.86,12,False,True,StatTrak™ AK-47,Aquamarine Revenge,3
,USD,354.78,568.71,423.79,422.56,14,False,True,StatTrak™ AK-47,Bloodsport,4
,USD,236.97,301.77,268.44,271.58,19,False,True,StatTrak™ AK-47,Bloodsport,2
,USD,280.76,353.05,323.74,323.94,17,False,True,StatTrak™ AK-47,Bloodsport,3
,USD,39.89,324.98,74.7,57.9,29,False,True,StatTrak™ AK-47,Blue Laminate,4
,USD,32.32,1245.85,103.54,39.03,19,False,True,StatTrak™ AK-47,Blue Laminate,2
,USD,31.7,162.49,52.14,42.21,27,False,True,StatTrak™ AK-47,Blue Laminate,3
,USD,43.73,48.57,47.28,48.42,4,False,True,StatTrak™ AK-47,Cartel,0
,USD,37.14,49.91,45.31,46.43,11,False,True,StatTrak™ AK-47,Cartel,2
,USD,50.29,73.28,60.2,61.03,14,False,True,StatTrak™ AK-47,Cartel,3
,USD,350.13,350.13,350.13,350.13,1,False,True,StatTrak™ AK-47,Case Hardened,0
,USD,754.42,1313.52,978.21,963.29,8,False,True,StatTrak™ AK-47,Case Hardened,4
,USD,458.45,551.42,499.89,489.79,3,False,True,StatTrak™ AK-47,Case Hardened,2
,USD,653.93,870.49,737.59,712.99,4,False,True,StatTrak™ AK-47,Case Hardened,3
,USD,377.21,787.61,530.41,426.39,3,False,True,StatTrak™ AK-47,Case Hardened,1
,USD,23.38,60.6,35.66,34.38,15,False,True,StatTrak™ AK-47,Elite Build,4
,USD,4.22,11.61,6.3,6.19,54,False,True,StatTrak™ AK-47,Elite Build,2
,USD,7.63,46.24,11.89,10.47,76,False,True,StatTrak™ AK-47,Elite Build,3
,USD,3.39,10.5,5.5,4.64,21,False,True,StatTrak™ AK-47,Elite Build,1
,USD,157.04,232.13,192.39,190.21,4,False,True,StatTrak™ AK-47,Frontside Misty,4
,USD,27.72,58.02,38.85,37.77,30,False,True,StatTrak™ AK-47,Frontside Misty,2
,USD,54.32,116.07,72.78,70.24,29,False,True,StatTrak™ AK-47,Frontside Misty,3
,USD,181.44,219.36,199.21,196.85,3,False,True,StatTrak™ AK-47,Fuel Injector,0
,USD,303.16,441.05,367.35,372.71,8,False,True,StatTrak™ AK-47,Fuel Injector,2
,USD,56.85,75.09,65.09,64.58,5,True,False,Souvenir AWP,Pink DDPAT,3
,USD,81.84,104.25,92.84,92.42,12,False,True,StatTrak™ AK-47,Neon Revolution,2
,USD,330.48,384.74,360.75,359.92,6,False,True,StatTrak™ AK-47,Neon Rider,4
,USD,80.31,111.0,95.87,95.18,28,False,True,StatTrak™ AK-47,Neon Rider,2
,USD,156.32,224.71,197.89,197.31,19,False,True,StatTrak™ AK-47,Neon Rider,3
,USD,47.6,62.4,56.54,57.77,13,False,True,StatTrak™ AK-47,Orbit Mk01,2
,USD,58.03,82.97,68.88,66.71,12,False,True,StatTrak™ AK-47,Orbit Mk01,3
,USD,25.24,36.9,32.52,33.47,10,False,True,StatTrak™ AK-47,Point Disarray,2
,USD,38.74,69.09,51.39,50.74,10,False,True,StatTrak™ AK-47,Point Disarray,3
,USD,30.49,30.49,30.49,30.49,1,False,True,StatTrak™ AK-47,Point Disarray,1
,USD,160.19,202.7,175.76,168.32,5,False,True,StatTrak™ AK-47,Red Laminate,2
,USD,189.89,189.89,189.89,189.89,1,False,True,StatTrak™ AK-47,Red Laminate,3
,USD,51.07,928.52,97.67,75.34,78,False,True,StatTrak™ AK-47,Redline,2
,USD,299.31,522.29,372.72,329.02,5,False,True,StatTrak™ AK-47,Redline,3
,USD,83.16,99.99,91.2,90.82,4,False,True,StatTrak™ AK-47,The Empress,0
,USD,90.81,133.75,116.25,118.04,20,False,True,StatTrak™ AK-47,The Empress,2
,USD,144.54,208.92,179.84,183.82,19,False,True,StatTrak™ AK-47,The Empress,3
,USD,75.84,103.3,91.41,88.78,11,False,True,StatTrak™ AK-47,The Empress,1
,USD,303.82,522.29,406.87,375.2,8,False,True,StatTrak™ AK-47,Vulcan,2
,USD,843.76,1748.58,1053.01,910.92,5,False,True,StatTrak™ AK-47,Vulcan,3
,USD,232.13,259.36,244.63,242.4,3,False,True,StatTrak™ AK-47,Vulcan,1
,USD,130.98,737.01,290.17,156.99,15,False,True,StatTrak™ AWP,Asiimov,0
,USD,23.21,34.82,26.9,24.79,4,True,False,Souvenir AWP,Pink DDPAT,1
,USD,189.87,301.37,257.95,265.02,16,False,True,StatTrak™ AWP,Asiimov,2
,USD,159.03,609.34,208.92,183.59,17,False,True,StatTrak™ AWP,Asiimov,1
,USD,40.37,52.23,46.43,47.99,5,False,True,StatTrak™ AWP,Corticera,3
,USD,9.81,34.82,20.98,18.34,3,True,False,Souvenir M4A4,Urban DDPAT,2
,USD,58.03,77.62,69.07,69.45,6,False,True,StatTrak™ AWP,Electric Hive,3
,USD,23.21,23.21,23.21,23.21,1,False,True,StatTrak™ AWP,Elite Build,0
,USD,25.36,37.14,28.82,27.73,9,False,True,StatTrak™ AWP,Elite Build,2
,USD,40.62,56.87,49.18,49.22,6,False,True,StatTrak™ AWP,Elite Build,3
,USD,28.48,48.71,35.57,34.75,24,False,True,StatTrak™ AWP,Fever Dream,4
,USD,18.29,25.46,22.35,22.46,14,False,True,StatTrak™ AWP,Fever Dream,2
,USD,21.05,28.99,25.81,27.0,16,False,True,StatTrak™ AWP,Fever Dream,3
,USD,99.98,152.05,137.0,143.91,15,False,True,StatTrak™ AWP,Hyper Beast,3
,USD,17.41,26.15,21.92,22.28,20,False,True,StatTrak™ AWP,Mortis,4
,USD,5.48,8.37,7.09,7.08,41,False,True,StatTrak™ AWP,Mortis,2
,USD,8.7,12.74,10.67,10.48,35,False,True,StatTrak™ AWP,Mortis,3
,USD,8.12,9.69,9.03,9.16,4,False,True,StatTrak™ AWP,Mortis,1
,USD,754.93,889.95,822.45,822.44,2,False,True,StatTrak™ AWP,Oni Taiji,4
,USD,12.12,139.28,20.96,15.22,25,False,True,StatTrak™ AWP,PAW,4
,USD,4.98,24.94,8.09,6.66,12,False,True,StatTrak™ AWP,PAW,2
,USD,6.96,15.13,9.23,9.12,17,False,True,StatTrak™ AWP,PAW,3
,USD,7.82,17.41,9.85,9.32,18,False,True,StatTrak™ AWP,Phobos,4
,USD,4.83,6.84,5.83,5.97,12,False,True,StatTrak™ AWP,Phobos,2
,USD,5.23,7.66,6.67,6.8100000000000005,19,False,True,StatTrak™ AWP,Phobos,3
,USD,69.92,220.52,107.98,82.5,11,False,True,StatTrak™ AWP,Redline,2
,USD,8.16,22.04,10.94,10.26,32,False,True,StatTrak™ AWP,Worm God,4
,USD,4.04,6.62,5.83,6.0,21,False,True,StatTrak™ AWP,Worm God,2
,USD,5.44,48.63,9.17,6.85,31,False,True,StatTrak™ AWP,Worm God,3
,USD,60.76,60.91,60.84,60.84,2,False,True,StatTrak™ AWP,Hyper Beast,0
,USD,333.3,333.3,333.3,333.3,1,False,True,StatTrak™ AWP,Oni Taiji,2
,USD,7.11,7.11,7.11,7.11,1,False,True,StatTrak™ AWP,Worm God,1
,USD,354.33,394.62,374.48,374.47,2,False,True,StatTrak™ AK-47,Jaguar,3
,USD,34.82,36.7,35.76,35.76,2,False,True,StatTrak™ AK-47,Redline,0
,USD,239.16,335.29,277.89,259.23,3,False,True,StatTrak™ M4A4,Bullet Rain,4
,USD,80.53,80.53,80.53,80.53,1,False,True,StatTrak™ M4A4,Bullet Rain,2
,USD,69.77,111.41,93.86,91.75,25,False,True,StatTrak™ M4A4,Buzz Kill,2
,USD,110.91,174.09,136.03,137.24,16,False,True,StatTrak™ M4A4,Buzz Kill,3
,USD,69.64,86.5,78.08,78.07,2,False,True,StatTrak™ M4A4,Desert-Strike,4
,USD,26.53,47.62,32.14,31.69,52,False,True,StatTrak™ M4A4,Desolate Space,2
,USD,39.57,89.66,51.07,50.28,48,False,True,StatTrak™ M4A4,Desolate Space,3
,USD,17.25,49.88,26.18,25.58,24,False,True,StatTrak™ M4A4,Evil Daimyo,4
,USD,6.8,12.45,9.33,9.25,29,False,True,StatTrak™ M4A4,Evil Daimyo,2
,USD,10.88,23.04,15.88,15.62,43,False,True,StatTrak™ M4A4,Evil Daimyo,3
,USD,3.69,115.95,14.29,3.93,28,False,True,StatTrak™ M4A4,Faded Zebra,2
,USD,30.18,42.99,36.34,36.42,10,False,True,StatTrak™ M4A4,Griffin,4
,USD,8.12,11.5,10.4,10.7,7,False,True,StatTrak™ M4A4,Griffin,2
,USD,9.29,17.76,14.04,14.17,20,False,True,StatTrak™ M4A4,Griffin,3
,USD,120.1,179.26,140.72,131.76,4,False,True,StatTrak™ M4A4,Hellfire,2
,USD,172.07,203.38,190.73,193.57,10,False,True,StatTrak™ M4A4,Hellfire,3
,USD,23.21,31.58,28.12,28.59,13,False,True,StatTrak™ M4A4,Neo-Noir,0
,USD,150.88,190.01,167.96,166.19,8,False,True,StatTrak™ M4A4,Neo-Noir,4
,USD,33.81,49.91,40.44,40.1,48,False,True,StatTrak™ M4A4,Neo-Noir,2
,USD,55.55,84.53,73.59,75.13,36,False,True,StatTrak™ M4A4,Neo-Noir,3
,USD,26.76,38.5,31.99,32.57,14,False,True,StatTrak™ M4A4,Neo-Noir,1
,USD,64.13,78.12,71.12,71.12,2,False,True,StatTrak™ M4A4,Royal Paladin,2
,USD,132.91,336.15,184.64,148.19,6,False,True,StatTrak™ M4A4,Royal Paladin,3
,USD,36.42,47.89,42.0,41.63,9,False,True,StatTrak™ M4A4,The Battlestar,2
,USD,127.5,187.69,164.1,170.62,4,False,True,StatTrak™ M4A4,X-Ray,4
,USD,28.73,143.56,86.14,86.14,2,False,True,StatTrak™ M4A4,Zirka,2
,USD,17.58,28.35,24.52,27.62,3,False,True,StatTrak™ M4A4,龍王,Dragon King
,USD,28.06,39.45,32.81,31.34,15,False,True,StatTrak™ M4A4,龍王,Dragon King
,USD,45.27,66.02,58.25,57.68,26,False,True,StatTrak™ M4A4,龍王,Dragon King
,USD,3191.79,3191.79,3191.79,3191.79,1,False,True,StatTrak™ AK-47,Fire Serpent,3
,USD,133.71,133.71,133.71,133.71,1,False,True,StatTrak™ AWP,Man-o'-war,2
,USD,95.9,95.9,95.9,95.9,1,False,True,StatTrak™ M4A4,Bullet Rain,3
,USD,76.23,79.73,77.98,77.97,2,False,True,StatTrak™ M4A4,Buzz Kill,1
,USD,95.3,95.3,95.3,95.3,1,False,True,StatTrak™ M4A4,Faded Zebra,4
,USD,0.19,0.81,0.23,0.19,28,False,False,M4A4,Magnesium,0
,USD,0.02,0.06,0.05,0.05,5,False,False,M4A4,Mainframe,0
,USD,93.21,104.46,98.84,98.84,2,False,False,AWP,Man-o'-war,2
,USD,33.59,55.71,42.83,42.34,188,False,False,AK-47,Asiimov,2
,USD,0.27,0.72,0.34,0.27,61,False,False,M4A4,Magnesium,2
,USD,0.65,4.31,1.15,1.21,96,False,False,M4A4,Magnesium,3
,USD,0.49,1.42,0.78,0.78,94,False,False,AWP,Acheron,2
,USD,34.82,49.86,42.41,42.02,78,False,False,AWP,Neo-Noir,2
,USD,2.32,6.87,3.18,3.09,62,False,False,AK-47,Safety Net,2
,USD,0.51,0.78,0.65,0.7000000000000001,7,False,True,StatTrak™ M4A4,Magnesium,0
,USD,0.7000000000000001,1.16,0.87,0.79,8,False,True,StatTrak™ M4A4,Magnesium,1
,USD,0.13,0.78,0.26,0.21,14,False,False,M4A4,Magnesium,1
,USD,4.0,11.21,6.07,5.8,59,False,False,M4A4,Magnesium,4
,USD,0.96,9.24,1.9,1.67,36,False,True,StatTrak™ M4A4,Magnesium,2
,USD,23.15,36.01,29.46,28.85,72,False,False,AK-47,Safety Net,4
,USD,100.93,315.4,121.17,114.9,37,False,False,AWP,Man-o'-war,3
,USD,42.42,187.91,62.01,59.85,91,False,False,AWP,Neo-Noir,4
,USD,0.36,1.71,0.68,0.63,33,True,False,Souvenir M4A4,Mainframe,2
,USD,1.38,1.38,1.38,1.38,1,True,False,Souvenir M4A4,Mainframe,0
,USD,3.19,10.43,4.28,4.1,73,False,True,StatTrak™ M4A4,Magnesium,3
,USD,17.18,19.95,18.42,18.3,5,True,False,Souvenir AK-47,Safety Net,2
,USD,0.06,0.09,0.08,0.08,23,False,False,M4A4,Mainframe,3
,USD,1.58,3.59,2.05,1.97,160,False,False,AWP,Acheron,3
,USD,42.82,138.76,60.24,58.73,182,False,False,AK-47,Asiimov,3
,USD,2.29,5.1,2.9,2.9,42,False,True,StatTrak™ AK-47,Uncharted,2
,USD,35.98,55.03,46.55,46.61,102,False,False,AWP,Neo-Noir,3
,USD,35.21,46.43,39.98,38.3,3,True,False,Souvenir AK-47,Safety Net,4
,USD,4.06,7.57,5.36,5.36,348,False,False,AWP,Atheris,2
,USD,3.48,4.84,4.28,4.28,85,False,False,AWP,Atheris,1
,USD,0.5,25.53,2.01,0.65,24,False,False,AWP,Acheron,0
,USD,0.5,0.78,0.67,0.7000000000000001,6,False,False,AK-47,Uncharted,0
,USD,0.42,1.18,0.71,0.71,51,False,False,AK-47,Uncharted,2
,USD,10.21,40.65,17.28,16.13,118,False,False,AWP,Acheron,4
,USD,2.02,85.97,4.45,2.9699999999999998,202,False,False,M4A4,Converter,4
,USD,57.34,86.72,72.7,72.77,22,False,True,StatTrak™ M4A4,The Emperor,2
,USD,59.15,59.15,59.15,59.15,1,False,True,StatTrak™ M4A4,The Emperor,1
,USD,2.77,24.36,4.6,4.02,47,False,False,AWP,Atheris,0
,USD,0.31,2.32,0.49,0.49,143,False,False,M4A4,Mainframe,4
,USD,0.77,11.5,1.65,1.01,39,False,False,M4A4,Converter,2
,USD,0.78,3.44,1.1400000000000001,1.04,41,False,False,AK-47,Uncharted,3
,USD,1.03,4.41,1.57,1.42,64,False,False,M4A4,Converter,3
,USD,1.74,10.33,3.84,3.49,36,False,True,StatTrak™ AK-47,Uncharted,3
,USD,102.64,195.04,123.44,119.76,33,False,True,StatTrak™ AK-47,Asiimov,3
,USD,41.55,103.3,52.3,51.3,211,False,False,AWP,Atheris,4
,USD,5.43,32.5,10.4,9.99,70,False,True,StatTrak™ AWP,Atheris,2
,USD,2.63,8.01,3.8,3.55,45,False,False,AK-47,Uncharted,4
,USD,6.37,58.03,9.39,9.24,386,False,False,AWP,Atheris,3
,USD,57.73,79.98,74.17,75.64,19,False,True,StatTrak™ AWP,Neo-Noir,3
,USD,36.24,162.93,58.57,57.25,124,False,False,M4A4,The Emperor,2
,USD,69.31,118.37,85.83,85.81,145,False,False,M4A4,The Emperor,3
,USD,2.4,4.67,3.33,3.13,4,False,True,StatTrak™ AK-47,Uncharted,0
,USD,6.23,9.38,7.79,7.79,22,False,True,StatTrak™ AWP,Atheris,1
,USD,34.82,51.31,41.2,41.37,15,False,False,AK-47,Asiimov,0
,USD,38.41,69.64,43.51,40.76,11,False,False,AWP,Neo-Noir,1
,USD,6.31,31.8,9.91,8.93,15,False,True,StatTrak™ AWP,Atheris,0
,USD,3.41,9.29,4.9,4.8100000000000005,66,False,False,AK-47,Safety Net,3
,USD,57.49,88.19,72.01,71.01,32,False,True,StatTrak™ AK-47,Asiimov,2
,USD,46.43,173.98,59.55,55.65,25,False,True,StatTrak™ AWP,Neo-Noir,2
,USD,40.65,60.35,47.62,47.52,28,False,True,StatTrak™ AWP,Atheris,4
,USD,40.62,40.62,40.62,40.62,1,False,False,AWP,Neo-Noir,0
,USD,232.13,406.23,268.96,255.18,14,False,False,M4A4,The Emperor,4
,USD,15.09,45.44,19.7,19.36,78,False,True,StatTrak™ AWP,Atheris,3
,USD,5.57,6.91,6.14,6.04,7,True,False,Souvenir M4A4,Converter,3
,USD,1.9,13.93,3.33,2.25,15,True,False,Souvenir M4A4,Mainframe,4
,USD,50.34,57.07,53.54,54.31,11,False,False,M4A4,The Emperor,0
,USD,7715.93,8483.59,8099.76,8099.76,2,False,False,AWP,Gungnir,2
,USD,3.45,3.85,3.69,3.77,3,False,False,AK-47,Safety Net,1
,USD,1.13,1.56,1.27,1.2,4,False,False,AK-47,Uncharted,1
,USD,4.79,15.09,7.27,6.65,20,False,True,StatTrak™ AK-47,Uncharted,4
,USD,38.27,47.28,41.96,41.38,12,False,False,AK-47,Asiimov,1
,USD,13.56,38.22,19.13,17.64,23,False,True,StatTrak™ M4A4,Magnesium,4
,USD,87.81,114.47,98.14,95.93,28,False,True,StatTrak™ AWP,Neo-Noir,4
,USD,0.92,1.03,0.9500000000000001,0.92,3,False,False,M4A4,Converter,1
,USD,109.89,174.09,133.56,135.34,12,False,True,StatTrak™ AWP,Man-o'-war,3
,USD,7.66,9.73,8.61,8.46,3,True,False,Souvenir AWP,Acheron,2
,USD,371.51,493.21,423.37,414.39,4,False,False,AK-47,Asiimov,4
,USD,9.52,11.34,10.31,10.07,8,True,False,Souvenir AWP,Acheron,3
,USD,0.78,1.24,1.08,1.1400000000000001,12,True,False,Souvenir M4A4,Mainframe,3
,USD,2.81,3.27,3.09,3.13,4,False,False,AK-47,Safety Net,0
,USD,5.57,8.09,6.55,6.27,4,False,False,AK-47,Baroque Purple,0
,USD,142.49,179.88,159.19,157.23,26,False,True,StatTrak™ M4A4,The Emperor,3
,USD,77.37,79.55,78.46,78.46,2,False,True,StatTrak™ AWP,Wildfire,1
,USD,103.07,113.57,107.19,104.93,3,False,True,StatTrak™ AWP,Containment Breach,1
,USD,106.57,106.57,106.57,106.57,1,False,True,StatTrak™ AWP,Containment Breach,0
,USD,1.37,1.51,1.44,1.43,3,False,False,AWP,Acheron,1
,USD,62.72,65.98,64.36,64.35,2,False,True,StatTrak™ AK-47,Asiimov,0
,USD,6.87,6.87,6.87,6.87,1,False,False,Sealed Graffiti,Recoil AWP,Shark White
,USD,3.62,5.9,4.34,4.04,7,True,False,Souvenir M4A4,Converter,2
,USD,64.9,117.75,81.22,80.71,130,False,False,AWP,Wildfire,3
,USD,35.93,73.39,48.77,47.58,156,False,False,AWP,Wildfire,2
,USD,81.2,114.87,92.71,92.84,11,False,True,StatTrak™ AWP,Wildfire,2
,USD,9.06,9.06,9.06,9.06,1,True,False,Souvenir M4A4,Converter,1
,USD,125.08,191.28,163.27,163.59,20,False,True,StatTrak™ AWP,Wildfire,3
,USD,40.87,50.2,44.79,44.41,7,False,False,AWP,Wildfire,1
,USD,176.8,235.64,206.75,208.91,27,False,False,AWP,Wildfire,4
,USD,3.66,5.8,4.76,4.8100000000000005,9,False,False,AK-47,Rat Rod,1
